@relation chat

@attribute class_area {socio-emocional,tarea}
@attribute nombre string
@attribute mensaje string
@attribute adjectives numeric
@attribute adverbs numeric
@attribute determinants numeric
@attribute names numeric
@attribute verbs numeric
@attribute pronouns numeric
@attribute conjuctions numeric
@attribute interjections numeric
@attribute prepositions numeric
@attribute punctuation numeric
@attribute numerals numeric
@attribute dates_times numeric

@data
?,'P E','eco_grupo ! !   ',0,0,0,1,0,0,0,0,0,3,0,0
?,'P E','atentos_a_la_pagina ',0,0,0,1,0,0,0,0,0,0,0,0
?,'Maxi Roselli','gente haber que anotar el horario de el grupo en uno dock ',0,0,3,4,2,0,1,0,2,0,0,0
?,'Maxi Roselli','yo solo tener problema el [V:28/??/??:??.??:??] por base , arique por mi cualquiera otro día estar bien ',0,3,4,3,2,1,0,0,2,1,0,1
?,'Maxi Roselli','saludos ',0,0,0,1,0,0,0,0,0,0,0,0
?,'','hola , yo tener drama por el [X:??/??/??:??.??:??] q rendir sistema . ',0,0,1,2,2,2,0,1,1,2,0,1
?,'','si poder ser el [J:??/??/??:??.??:??] mejor , porque antes estar estudiar . ',1,1,1,0,4,0,2,0,0,2,0,1
?,'','pero igual todo bien si no se poder ',0,3,0,0,1,2,2,0,0,0,0,0
?,'Maxi Roselli','yo no tener drama ',0,1,0,1,1,1,0,0,0,0,0,0
?,'','yo estar igual que mateas ',0,1,0,1,1,1,1,0,0,0,0,0
?,'','osen mi problema ser el prefijal y el t de base ',0,0,3,4,2,0,1,0,1,0,0,0
?,'','poner para el [J:??/??/??:??.??:??] entonces chico ? ',0,1,1,1,1,0,0,0,1,1,0,1
?,'','ahora lo que si ',0,1,0,0,0,1,2,0,0,0,0,0
?,'','el [J:??/??/??:??.??:??] a que hora lo hacer ? ? ',0,0,1,1,1,2,0,0,1,2,0,1
?,'','a el hora q querer , por mi no haber drama ',0,1,2,2,2,1,0,0,2,1,0,0
?,'','3 a 5 ? ? ',0,0,0,0,0,0,0,0,1,2,2,0
?,'','decir así ser uno horario comido ',0,0,1,3,2,0,0,0,0,0,0,0
?,'','por mi este bien ',0,0,2,1,0,0,0,0,1,0,0,0
?,'','o buen no se me dar igual ',0,2,0,1,1,2,1,0,0,0,0,0
?,'','yo el unido que no poder ser de 19:30 a 20:30 ',0,1,1,1,2,2,0,0,2,0,2,0
?,'','poner en el dock \" [J:??/??/??:??.??:??] ( a confirmar ) \" en el horario [??:??/??/??:3.00:pm] . a_medida_que ir ver el demos de el grupo avisar si le quedar bien ',0,1,4,4,6,1,2,0,4,5,0,2
?,'','si para mañana nadie tener problema ya lo dejar confirmar para el [J:??/??/??:3.00:??] d el tarde . gracias todo ! ',0,2,2,3,3,3,1,0,3,2,0,1
?,'Maxi Roselli','a le , pero ser 3 acá jajay , esperar que el resto no tener drama jajay ',0,2,1,2,4,1,2,2,0,2,1,0
?,'','perdono por no responder pero estar viajar . ',0,1,0,1,3,0,1,0,1,1,0,0
?,'','no tener problema mientras no ser de mañana ',0,3,0,1,2,0,1,0,1,0,0,0
?,'','buen_is_i_m_o . de 7 q ser en el grupo 4 ya estar d acuerdo . pero sí , estar bueno que el demos chico confirmar que no tener drama ',1,4,2,6,5,1,3,0,2,3,2,0
?,'Jonathan Lezaeta','singué problema ',0,0,0,2,0,0,0,0,0,0,0,0
?,'matias prado','hola , no hablar antes porque no sabio como mierda usar este ajea ',1,3,0,1,2,1,2,2,0,1,0,0
?,'matias prado','ya ser si se le complicar el [M:??/??/??:??.??:??] pongan lo el [J:??/??/??:??.??:??] 0 drama ',0,1,2,1,3,3,1,0,0,0,1,2
?,'','da le mucho gracia mateas , nos quedar confirmar jaquelada garrido ',2,0,1,2,3,2,0,0,0,1,0,0
?,'','creer , no saber si me faltar alguno más ',0,2,0,0,3,2,1,0,0,1,0,0
?,'matias prado','no creer que tener drama ',0,1,0,1,2,0,1,0,0,0,0,0
?,'matias prado','poner [J:??/??/??:??.??:??] en el 2 horario ',0,0,1,1,1,0,0,0,1,0,1,1
?,'matias prado','en el 15 y el 16 ',0,0,2,0,0,0,1,0,1,0,2,0
?,'','okay ',0,0,0,1,0,0,0,0,0,0,0,0
?,'','ah poner ',0,1,0,0,1,0,0,0,0,0,0,0
?,'','bistorta ',0,0,0,1,0,0,0,0,0,0,0,0
?,'matias prado','el tema que otro grupo también poner ',0,0,2,2,2,1,0,0,0,0,0,0
?,'matias prado','otro vez haber conflicto ',0,0,1,2,1,0,0,0,0,0,0,0
?,'Maxi Roselli','y [J:??/??/??:??.??:??] de 12 a 3 ? . ',0,0,0,0,0,0,1,0,2,2,2,1
?,'Maxi Roselli','arriba uno poner que no poder de mañana ',0,2,0,1,2,1,1,0,1,0,0,0
?,'matias prado','sino subir uno horario para arriba ',0,1,1,1,1,0,1,0,1,0,0,0
